STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,SEO,Socio-economic objectives,FUNDMODE,Funding mode,TRANSCOORD,Transnationally coordinated research,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,AUX_OBS_STATUS,Aux observation status,AUX_OBS_STATUS_2,Aux observation status 2,AUX_OBS_STATUS_3,Aux observation status 3,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,BASE_PER,Base Period,CURRENCY,Currency,DECIMALS,Decimals
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1989,,661.0128844,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1988,,666.7074022,,B,Time series break,E,Estimated value,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1987,,503.8336211,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1986,,453.3769868,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2022,,3757.109145,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2021,,3710.404386,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2020,,3540.706797,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2019,,3157.596371,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2018,,2954.553437,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2017,,2829.061205,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2016,,2694.433149,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2015,,2794.442622,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2014,,2707.420061,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2013,,2673.502733,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2012,,2511.615181,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2011,,2483.455266,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2010,,2349.834944,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2009,,2192.162614,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2008,,1946.934988,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2007,,1688.051643,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2006,,1468.92295,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2005,,1329.340375,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2004,,1273.939425,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2003,,1224.336375,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2002,,1216.76943,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2018,,338.5386831,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2017,,267.6161635,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2003,,66.8930337,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2002,,61.72408133,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2001,,44.01646919,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2000,,43.61997999,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1999,,47.69180903,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2016,,274.984099,,B,Time series break,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2015,,261.2728662,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2014,,269.2305485,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2013,,294.708896,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2012,,279.8703845,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2011,,246.1064293,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2010,,200.625066,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2009,,186.3454423,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2008,,190.9411456,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2007,,140.660328,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2006,,129.17429,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2005,,89.9003649,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2004,,73.9027691,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2022,,467.4954318,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2021,,411.3248671,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2020,,363.2746989,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2000,,1316.97927,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1999,,1285.437205,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1985,,429.3328105,,B,Time series break,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1984,,365.3251625,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1983,,335.8312099,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1982,,309.0391133,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1981,,266.9891584,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1998,,1260.325754,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1997,,1196.665681,,B,Time series break,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1996,,946.3236475,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1995,,943.895166,,B,Time series break,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1994,,918.5240719,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1993,,909.8381907,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1992,,861.9486944,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1991,,809.6138051,,B,Time series break,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1990,,708.7962213,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1989,,625.9804884,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1988,,563.1459198,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1987,,517.329619,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1986,,470.2721619,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2022,,3121.396299,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2021,,2855.865654,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2020,,2850.723683,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2019,,2431.117209,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2018,,2285.22262,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2017,,2183.633814,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2016,,2084.721373,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2015,,2205.018291,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
